transaction_id,customer_id,transaction_date,spending_amount,expense_type,expense_description
20897,718344033,3-26-24 1:34,145.9,Technology,Software purchase
20898,718344033,3-27-24 1:26,65.55,Entertainment,Museum entry
20899,718344033,04-03-24 7:35,36.89,Entertainment,Sport event ticket
20900,718344033,04-04-24 23:44,18.03,Transportation,Bus ticket
20901,718344033,04-11-24 6:32,7.18,Entertainment,Theater ticket
20902,718344033,4-13-24 7:33,470.8,Groceries,Organic food store
20903,718344033,4-14-24 10:54,159.55,Clothing,Retail store shopping
20904,718344033,4-15-24 16:53,41.86,Entertainment,Concert ticket
20905,718344033,4-16-24 15:01,66.26,Clothing,Online clothing shopping
20906,718344033,4-19-24 2:55,20.05,Restaurant,Fast food
20907,718344033,4-21-24 6:51,4.97,Clothing,Retail store shopping
20908,718344033,4-23-24 6:30,22.91,Clothing,Boutique shopping
20909,718344033,4-25-24 9:35,87.98,Groceries,Organic food store
20910,718344033,4-27-24 1:45,84.62,Transportation,Taxi
20911,718344033,4-27-24 10:20,10.88,Miscellaneous,Gifts
20912,718344033,4-30-24 8:00,22.67,Groceries,Grocery store shopping
20913,718344033,4-30-24 10:29,19.19,Health,Therapy session
20914,718344033,05-02-24 10:40,11.13,Miscellaneous,Hobbies
20915,718344033,05-02-24 13:51,4.97,Transportation,Bus ticket
20916,718344033,05-04-24 22:15,20.88,Miscellaneous,Home supplies
20917,718344033,05-06-24 23:23,4.97,Groceries,Grocery store shopping
20918,718344033,05-07-24 15:03,8.6,Entertainment,Sport event ticket
20919,718344033,05-09-24 11:08,109.45,Groceries,Supermarket shopping
20920,718344033,05-10-24 4:18,11.42,Transportation,Taxi
20921,718344033,05-11-24 20:41,85.05,Clothing,Footwear store
20922,718344033,5-13-24 3:05,37.72,Technology,Online tech shopping
20923,718344033,5-13-24 12:10,304.23,Entertainment,Theater ticket
20924,718344033,5-14-24 14:15,15.61,Miscellaneous,Hobbies
20925,718344033,5-17-24 7:29,33.69,Transportation,Bus ticket
20926,718344033,5-18-24 11:45,149.41,Clothing,Thrift store
20927,718344033,5-20-24 4:42,167.89,Health,Therapy session
20928,718344033,5-21-24 11:44,11.77,Groceries,Supermarket shopping
20929,718344033,5-21-24 22:41,147.25,Transportation,Taxi
20930,718344033,5-22-24 3:47,18.1,Entertainment,Concert ticket
20931,718344033,5-23-24 10:28,15.75,Entertainment,Amusement park
20932,718344033,5-24-24 22:22,164.18,Restaurant,Cafe
20933,718344033,5-25-24 19:31,17.35,Transportation,Gas station
20934,718344033,5-29-24 1:51,32.02,Groceries,Grocery store shopping
20935,718344033,06-01-24 23:58,24.91,Entertainment,Museum entry
20936,718344033,06-02-24 15:35,60.97,Technology,Electronics shopping
20937,718344033,06-05-24 9:26,28.61,Transportation,Flight ticket
20938,718344033,06-05-24 10:53,4.99,Groceries,Farmer's market
20939,718344033,06-08-24 18:02,22.71,Restaurant,Brunch
20940,718344033,06-10-24 5:42,22.25,Technology,Online tech shopping
20941,718344033,06-11-24 10:59,29.35,Transportation,Taxi
20942,718344033,06-12-24 7:32,37.77,Groceries,Organic food store
20943,718344033,6-13-24 1:22,10.09,Clothing,Boutique shopping
20944,718344033,6-14-24 4:08,36.24,Miscellaneous,Other expenses
20945,718344033,6-14-24 18:07,14.45,Groceries,Grocery store shopping
20946,718344033,6-14-24 20:37,9.07,Clothing,Boutique shopping
20947,718344033,6-15-24 3:47,15.62,Restaurant,Brunch
20948,718344033,6-15-24 10:30,10.01,Restaurant,Breakfast
20949,718344033,6-16-24 10:38,9.41,Groceries,Farmer's market
20950,718344033,6-18-24 3:57,40.48,Clothing,Retail store shopping
20951,718344033,6-19-24 4:40,91.87,Transportation,Train ticket
20952,718344033,6-19-24 19:15,45.48,Groceries,Grocery store shopping
20953,718344033,6-21-24 18:30,4.99,Technology,Electronics shopping
20954,718344033,6-23-24 0:58,20.94,Transportation,Taxi
20955,718344033,6-26-24 15:16,18.06,Restaurant,Fast food
20956,718344033,6-27-24 14:56,16.58,Transportation,Bus ticket
20957,718344033,6-28-24 3:42,33.74,Groceries,Supermarket shopping
20958,718344033,6-29-24 11:13,21.29,Health,Doctor appointment
20959,718344033,07-03-24 20:47,185.09,Restaurant,Breakfast
20960,718344033,07-04-24 6:22,30.07,Restaurant,Cafe
20961,718344033,07-07-24 0:06,131.4,Technology,Electronics shopping
20962,718344033,07-10-24 21:31,29.04,Technology,Electronics shopping
20963,718344033,07-12-24 12:42,19.34,Transportation,Train ticket
20964,718344033,07-12-24 16:00,139.9,Clothing,Boutique shopping
20965,718344033,7-14-24 14:19,216.9,Miscellaneous,Gifts
20966,718344033,7-16-24 14:33,22.96,Groceries,Farmer's market
20967,718350033,1-25-24 7:15,31.91,Clothing,Boutique shopping
20968,718350033,1-25-24 11:07,72.3,Transportation,Train ticket
20969,718350033,1-26-24 16:45,13.46,Miscellaneous,Donations
20970,718350033,02-02-24 18:57,198.8,Entertainment,Cinema ticket
20971,718350033,02-03-24 22:32,31.25,Groceries,Grocery store shopping
20972,718350033,02-06-24 14:44,720.74,Groceries,Grocery store shopping
20973,718350033,02-08-24 5:07,64.83,Technology,Electronics shopping
20974,718350033,2-14-24 3:03,208.82,Groceries,Grocery store shopping
20975,718350033,2-15-24 22:31,71.07,Transportation,Gas station
20976,718350033,2-16-24 6:34,357.93,Clothing,Boutique shopping
20977,718350033,2-22-24 15:01,91.35,Groceries,Supermarket shopping
20978,718350033,2-24-24 10:43,122.22,Restaurant,Dinner
20979,718350033,2-24-24 11:26,11.4,Health,Dental care
20980,718350033,2-26-24 9:25,85.78,Transportation,Train ticket
20981,718350033,2-27-24 10:35,128.33,Entertainment,Sport event ticket
20982,718350033,2-29-24 7:41,91.74,Entertainment,Theater ticket
20983,718350033,03-07-24 15:47,73.24,Entertainment,Concert ticket
20984,718350033,03-07-24 17:06,774.98,Entertainment,Museum entry
20985,718350033,03-09-24 1:23,73.73,Groceries,Supermarket shopping
20986,718350033,3-15-24 2:35,95.15,Miscellaneous,Gifts
20987,718350033,3-15-24 18:41,113.37,Transportation,Train ticket
20988,718350033,3-17-24 16:46,33.31,Restaurant,Dinner
20989,718350033,3-17-24 23:34,131.02,Clothing,Retail store shopping
20990,718350033,3-21-24 5:01,75.6,Health,Pharmacy
20991,718350033,3-22-24 20:59,7.35,Miscellaneous,Home supplies
20992,718350033,3-23-24 20:53,22.74,Transportation,Train ticket
20993,718350033,3-25-24 4:24,141.35,Transportation,Train ticket
20994,718350033,3-25-24 9:42,423.06,Health,Dental care
20995,718350033,3-26-24 15:29,23.45,Health,Dental care
20996,718350033,3-27-24 22:20,35.25,Entertainment,Museum entry
20997,718350033,3-28-24 10:06,7,Technology,Electronics shopping
20998,718350033,3-28-24 23:08,87.27,Clothing,Boutique shopping
20999,718350033,3-30-24 7:41,293.14,Entertainment,Theater ticket
21000,718350033,04-02-24 9:43,38.49,Groceries,Supermarket shopping
21001,718350033,04-05-24 2:01,47.67,Entertainment,Amusement park
21002,718350033,04-06-24 16:16,30.53,Groceries,Supermarket shopping
21003,718350033,04-06-24 19:22,44.14,Groceries,Organic food store
21004,718350033,04-08-24 2:44,6.5,Restaurant,Breakfast
21005,718350033,04-09-24 12:50,8,Restaurant,Brunch
21006,718350033,04-10-24 8:49,40.09,Entertainment,Amusement park
21007,718350033,04-11-24 9:24,107.47,Technology,Online tech shopping
21008,718350033,04-11-24 12:46,48.95,Entertainment,Amusement park
21009,718350033,4-13-24 11:21,22.55,Health,Pharmacy
21010,718350033,4-15-24 5:38,13.63,Transportation,Train ticket
21011,718350033,4-17-24 8:46,17.7,Miscellaneous,Other expenses
21012,718350033,4-21-24 7:25,5,Entertainment,Amusement park
21013,718350033,4-21-24 10:21,223.52,Clothing,Retail store shopping
21014,718350033,4-22-24 21:43,115.36,Health,Therapy session
21015,718350033,4-26-24 23:15,18.46,Restaurant,Cafe
21016,718350033,4-27-24 13:38,33.76,Miscellaneous,Hobbies
21017,718350033,05-03-24 4:04,181.98,Transportation,Bus ticket
21018,718350033,05-03-24 7:49,18.48,Clothing,Online clothing shopping
21019,718350033,05-05-24 16:10,37.75,Health,Pharmacy
21020,718350033,05-06-24 1:46,251.99,Groceries,Farmer's market
21021,718350033,05-08-24 8:19,38.95,Technology,Hardware purchase
21022,718350033,05-08-24 8:59,36.66,Restaurant,Cafe
21023,718350033,05-09-24 23:25,9.39,Entertainment,Museum entry
21024,718350033,05-10-24 5:42,15.73,Miscellaneous,Hobbies
21025,718350033,05-10-24 12:26,309.4,Restaurant,Dinner
21026,718350033,5-13-24 18:01,66.83,Miscellaneous,Hobbies
21027,718350033,5-13-24 21:30,18.38,Technology,Gadget store
21028,718350033,5-15-24 9:33,40.53,Technology,Gadget store
21029,718350033,5-19-24 19:48,78.08,Entertainment,Museum entry
21030,718350033,5-20-24 1:45,22.06,Technology,Electronics shopping
21031,718350033,5-20-24 6:39,183.54,Health,Pharmacy
21032,718350033,5-21-24 2:35,229.05,Restaurant,Dinner
21033,718350033,5-24-24 9:28,34.74,Transportation,Train ticket
21034,718350033,5-26-24 11:36,21.93,Entertainment,Cinema ticket
21035,718350033,5-27-24 3:57,47.15,Groceries,Grocery store shopping
21036,718350033,5-30-24 9:42,385.11,Entertainment,Concert ticket
21037,718350033,06-04-24 6:49,33.38,Clothing,Retail store shopping
21038,718350033,06-05-24 8:39,46.84,Health,Optometrist visit
21039,718350033,06-05-24 10:37,22.66,Transportation,Taxi
21040,718350033,06-06-24 3:11,19.33,Miscellaneous,Other expenses
21041,718350033,06-06-24 10:38,316.72,Miscellaneous,Pet supplies
21042,718350033,06-06-24 22:28,20.98,Entertainment,Concert ticket
21043,718350033,06-08-24 20:55,25.27,Restaurant,Brunch
21044,718350033,6-15-24 3:36,520.9,Technology,Electronics shopping
21045,718350033,6-15-24 18:42,26.49,Health,Doctor appointment
21046,718350033,6-17-24 7:10,39.11,Miscellaneous,Pet supplies
21047,718350033,6-20-24 22:11,28.14,Groceries,Farmer's market
21048,718350033,6-21-24 9:45,30.44,Transportation,Gas station
21049,718350033,6-24-24 2:14,367.8,Transportation,Train ticket
21050,718350033,6-24-24 21:12,285.66,Miscellaneous,Hobbies
21051,718350033,6-27-24 22:38,15.91,Entertainment,Amusement park
21052,718350033,6-27-24 23:25,226.78,Miscellaneous,Home supplies
21053,718350033,6-29-24 3:41,21.37,Technology,Online tech shopping
21054,718350033,6-29-24 19:43,145.12,Health,Therapy session
21055,718350033,07-03-24 15:43,10.86,Technology,Online tech shopping
21056,718350033,07-08-24 11:33,5.88,Clothing,Retail store shopping
21057,718350033,07-09-24 9:12,30.4,Restaurant,Fast food
21058,718350033,07-10-24 13:16,27.21,Technology,Electronics shopping
21059,718350033,07-12-24 2:57,120.27,Groceries,Organic food store
21060,718350033,07-12-24 4:47,254.65,Entertainment,Theater ticket
21061,718350033,7-15-24 11:46,9.69,Health,Dental care
21062,718350033,7-18-24 11:53,37.56,Transportation,Train ticket
21063,718362783,1-22-24 6:44,1954.55,Entertainment,Sport event ticket
21064,718362783,1-24-24 23:44,29.44,Groceries,Farmer's market
21065,718362783,1-27-24 17:16,175.21,Transportation,Car rental
21066,718362783,1-29-24 6:10,122.84,Health,Doctor appointment
21067,718362783,1-30-24 10:43,135.41,Technology,Electronics shopping
21068,718362783,1-31-24 10:54,159.4,Clothing,Thrift store
21069,718362783,02-02-24 0:14,951.68,Transportation,Bus ticket
21070,718362783,02-02-24 4:40,201.34,Transportation,Bus ticket
21071,718362783,02-03-24 4:44,165.97,Restaurant,Lunch
21072,718362783,02-03-24 15:44,279.02,Technology,Electronics shopping
21073,718362783,02-04-24 6:35,194.46,Groceries,Supermarket shopping
21074,718362783,02-06-24 13:17,437.14,Transportation,Taxi
21075,718362783,02-06-24 22:20,46.37,Restaurant,Brunch
21076,718362783,02-07-24 14:12,634.57,Restaurant,Lunch
21077,718362783,02-07-24 18:51,66.24,Health,Pharmacy
21078,718362783,2-14-24 16:09,75.91,Restaurant,Fast food
21079,718362783,2-15-24 5:36,28.79,Technology,Online tech shopping
21080,718362783,2-15-24 14:41,1950.33,Groceries,Supermarket shopping
21081,718362783,2-17-24 23:05,93.36,Technology,Gadget store
21082,718362783,2-18-24 7:57,103.07,Groceries,Organic food store
21083,718362783,2-19-24 6:32,1195.35,Miscellaneous,Other expenses
21084,718362783,2-19-24 9:38,29.89,Restaurant,Lunch
21085,718362783,2-25-24 10:43,1511.14,Miscellaneous,Other expenses
21086,718362783,2-26-24 6:52,160.61,Restaurant,Lunch
21087,718362783,2-27-24 18:43,1200.1,Restaurant,Lunch
21088,718362783,03-04-24 9:10,832.67,Groceries,Organic food store
21089,718362783,03-08-24 8:14,151.36,Miscellaneous,Hobbies
21090,718362783,3-14-24 1:53,16.64,Miscellaneous,Gifts
21091,718362783,3-15-24 6:15,2305.13,Health,Optometrist visit
21092,718362783,3-16-24 14:47,24.65,Groceries,Organic food store
21093,718362783,3-17-24 17:16,121.64,Restaurant,Fast food
21094,718362783,3-19-24 11:23,130.73,Technology,Electronics shopping
21095,718362783,3-21-24 18:30,197.66,Groceries,Supermarket shopping
21096,718362783,3-22-24 1:19,12.55,Clothing,Thrift store
21097,718362783,3-22-24 22:28,7.61,Health,Doctor appointment
21098,718362783,3-24-24 13:41,23.11,Groceries,Organic food store
21099,718362783,3-26-24 11:31,801.86,Transportation,Train ticket
21100,718362783,3-26-24 17:55,807.71,Groceries,Supermarket shopping
21101,718362783,3-26-24 22:59,70.59,Restaurant,Brunch
21102,718362783,3-27-24 23:34,126.25,Transportation,Flight ticket
21103,718362783,3-29-24 23:59,16.6,Groceries,Supermarket shopping
21104,718362783,04-02-24 17:54,102.97,Restaurant,Lunch
21105,718362783,04-03-24 8:02,731.54,Restaurant,Brunch
21106,718362783,04-05-24 2:55,58.48,Transportation,Flight ticket
21107,718362783,04-05-24 6:10,544.89,Miscellaneous,Hobbies
21108,718362783,04-08-24 18:31,91.08,Technology,Gadget store
21109,718362783,04-09-24 8:00,101,Health,Dental care
21110,718362783,4-13-24 8:08,1040.07,Restaurant,Lunch
21111,718362783,4-23-24 18:37,153.54,Miscellaneous,Hobbies
21112,718362783,4-28-24 16:53,812.63,Entertainment,Amusement park
21113,718362783,4-29-24 14:19,1610.66,Transportation,Train ticket
21114,718362783,4-30-24 20:24,149.28,Transportation,Gas station
21115,718362783,05-04-24 12:46,110.05,Restaurant,Brunch
21116,718362783,05-05-24 11:10,86.58,Technology,Hardware purchase
21117,718362783,05-06-24 22:51,297.18,Entertainment,Amusement park
21118,718362783,05-08-24 3:30,68.62,Transportation,Flight ticket
21119,718362783,05-08-24 16:54,84.44,Entertainment,Museum entry
21120,718362783,05-09-24 16:15,144.7,Technology,Software purchase
21121,718362783,5-14-24 0:19,172.57,Restaurant,Dinner
21122,718362783,5-14-24 5:10,325.75,Technology,Gadget store
21123,718362783,5-15-24 3:29,230.62,Health,Therapy session
21124,718362783,5-15-24 11:52,73.06,Restaurant,Breakfast
21125,718362783,5-15-24 16:40,1503.79,Health,Optometrist visit
21126,718362783,5-23-24 20:00,569.77,Groceries,Organic food store
21127,718362783,5-24-24 3:29,242.03,Groceries,Grocery store shopping
21128,718362783,5-25-24 17:39,220.15,Technology,Gadget store
21129,718362783,5-28-24 3:09,101.35,Clothing,Thrift store
21130,718362783,5-28-24 10:27,61.91,Technology,Online tech shopping
21131,718362783,5-29-24 14:36,231.88,Technology,Hardware purchase
21132,718362783,06-04-24 0:36,149.35,Technology,Software purchase
21133,718362783,06-04-24 9:10,287.55,Technology,Electronics shopping
21134,718362783,06-04-24 13:28,259.22,Transportation,Car rental
21135,718362783,06-06-24 6:13,249.18,Groceries,Organic food store
21136,718362783,06-10-24 14:39,31.27,Technology,Software purchase
21137,718362783,6-16-24 7:57,336.61,Technology,Hardware purchase
21138,718362783,6-18-24 8:52,231.76,Entertainment,Sport event ticket
21139,718362783,6-19-24 8:20,2626.77,Groceries,Supermarket shopping
21140,718418958,1-22-24 21:44,117.62,Clothing,Retail store shopping
21141,718418958,1-23-24 11:52,45.94,Groceries,Grocery store shopping
21142,718418958,1-24-24 1:45,1269.11,Miscellaneous,Pet supplies
21143,718418958,02-03-24 1:56,42.29,Restaurant,Brunch
21144,718418958,02-04-24 22:52,135.21,Miscellaneous,Other expenses
21145,718418958,02-07-24 8:11,136.4,Health,Optometrist visit
21146,718418958,02-07-24 13:34,86,Technology,Gadget store
21147,718418958,02-08-24 2:25,476.8,Clothing,Thrift store
21148,718418958,02-12-24 4:30,158.05,Miscellaneous,Hobbies
21149,718418958,2-14-24 3:26,1279.51,Clothing,Retail store shopping
21150,718418958,2-22-24 4:30,35.65,Entertainment,Museum entry
21151,718418958,2-22-24 5:59,17.29,Transportation,Gas station
21152,718418958,2-22-24 14:14,9.13,Groceries,Organic food store
21153,718418958,2-24-24 2:49,31.21,Restaurant,Dinner
21154,718418958,2-25-24 9:57,448.22,Miscellaneous,Other expenses
21155,718418958,2-26-24 16:26,7.04,Clothing,Footwear store
21156,718418958,2-26-24 21:04,23.98,Clothing,Footwear store
21157,718418958,2-28-24 8:16,23.01,Transportation,Bus ticket
21158,718418958,2-28-24 23:57,163.19,Entertainment,Theater ticket
21159,718418958,2-29-24 1:12,190.35,Groceries,Organic food store
21160,718418958,2-29-24 17:55,46.84,Transportation,Gas station
21161,718418958,03-02-24 10:35,5,Technology,Hardware purchase
21162,718418958,03-03-24 21:14,318.56,Transportation,Flight ticket
21163,718418958,03-04-24 16:39,35.79,Entertainment,Amusement park
21164,718418958,03-04-24 18:42,36.38,Health,Dental care
21165,718418958,03-07-24 12:47,12.82,Entertainment,Amusement park
21166,718418958,03-07-24 19:49,46.17,Groceries,Supermarket shopping
21167,718418958,03-09-24 15:15,241.44,Health,Doctor appointment
21168,718418958,03-10-24 13:34,30.99,Groceries,Farmer's market
21169,718418958,03-10-24 23:28,318.86,Health,Doctor appointment
21170,718418958,3-14-24 4:37,7.57,Entertainment,Museum entry
21171,718418958,3-14-24 16:30,87.95,Health,Pharmacy
21172,718418958,3-18-24 5:11,49.4,Entertainment,Cinema ticket
21173,718418958,3-19-24 16:42,28.45,Groceries,Supermarket shopping
21174,718418958,3-20-24 18:22,17.77,Health,Dental care
21175,718418958,3-27-24 2:11,28.11,Clothing,Retail store shopping
21176,718418958,04-01-24 3:54,91.71,Transportation,Flight ticket
21177,718418958,04-04-24 3:52,429.06,Groceries,Grocery store shopping
21178,718418958,04-06-24 9:14,488.57,Groceries,Grocery store shopping
21179,718418958,04-06-24 16:07,10.83,Health,Optometrist visit
21180,718418958,04-07-24 3:16,505.01,Entertainment,Sport event ticket
21181,718418958,04-08-24 6:15,66.89,Technology,Software purchase
21182,718418958,04-08-24 7:37,10.79,Entertainment,Concert ticket
21183,718418958,04-08-24 15:02,344.76,Entertainment,Concert ticket
21184,718418958,04-10-24 12:43,89.31,Technology,Electronics shopping
21185,718418958,04-10-24 13:06,10.53,Health,Optometrist visit
21186,718418958,04-10-24 15:36,24.06,Miscellaneous,Donations
21187,718418958,4-17-24 7:43,64.53,Clothing,Boutique shopping
21188,718418958,4-17-24 11:44,66.84,Restaurant,Brunch
21189,718418958,4-19-24 0:04,317.95,Entertainment,Museum entry
21190,718418958,4-21-24 1:09,14.82,Restaurant,Fast food
21191,718418958,4-21-24 18:46,119.91,Health,Dental care
21192,718418958,4-25-24 6:00,70.98,Restaurant,Breakfast
21193,718418958,4-26-24 15:25,432.86,Restaurant,Cafe
21194,718418958,05-02-24 15:12,1577.3,Entertainment,Museum entry
21195,718418958,05-05-24 1:09,817.56,Technology,Hardware purchase
21196,718418958,05-10-24 4:44,206.62,Health,Dental care
21197,718418958,5-14-24 11:05,54.82,Health,Pharmacy
21198,718418958,5-16-24 15:58,76.82,Restaurant,Lunch
21199,718418958,5-19-24 8:09,217.43,Miscellaneous,Hobbies
21200,718418958,5-21-24 23:50,49.62,Miscellaneous,Gifts
21201,718418958,5-22-24 5:48,105.41,Clothing,Retail store shopping
21202,718418958,5-22-24 23:26,48.92,Health,Doctor appointment
21203,718418958,5-23-24 1:54,259.06,Groceries,Farmer's market
21204,718418958,5-24-24 22:13,58.11,Transportation,Bus ticket
21205,718418958,5-28-24 2:35,49.37,Clothing,Online clothing shopping
21206,718418958,5-28-24 14:28,132.46,Restaurant,Dinner
21207,718418958,5-29-24 5:58,53.96,Technology,Electronics shopping
21208,718418958,5-30-24 6:59,57.76,Entertainment,Theater ticket
21209,718418958,5-31-24 4:34,174.35,Health,Dental care
21210,718418958,06-02-24 4:42,7.51,Clothing,Footwear store
21211,718418958,06-02-24 17:18,70.11,Miscellaneous,Gifts
21212,718418958,06-05-24 3:17,33.11,Transportation,Train ticket
21213,718418958,06-05-24 10:24,141.68,Groceries,Grocery store shopping
21214,718418958,06-06-24 6:33,77.53,Transportation,Train ticket
21215,718418958,06-06-24 9:10,247.66,Miscellaneous,Home supplies
21216,718418958,06-06-24 16:28,52.19,Entertainment,Amusement park
21217,718418958,06-09-24 21:35,169.99,Transportation,Flight ticket
21218,718418958,06-11-24 1:36,264.39,Entertainment,Museum entry
21219,718418958,06-11-24 17:01,54.15,Restaurant,Dinner
21220,718418958,06-11-24 23:35,75.17,Restaurant,Lunch
21221,718418958,06-12-24 10:10,9.45,Clothing,Retail store shopping
21222,718418958,6-14-24 2:49,5,Health,Optometrist visit
21223,718418958,6-17-24 10:41,16.25,Entertainment,Theater ticket
21224,718418958,6-19-24 20:04,25.4,Health,Doctor appointment
21225,718420308,1-22-24 23:45,167.88,Health,Optometrist visit
21226,718420308,1-27-24 13:53,500.95,Entertainment,Theater ticket
21227,718420308,02-04-24 4:08,1060.89,Transportation,Train ticket
21228,718420308,02-05-24 20:35,88.18,Technology,Electronics shopping
21229,718420308,02-08-24 13:33,68.53,Miscellaneous,Home supplies
21230,718420308,2-23-24 0:13,30.82,Technology,Online tech shopping
21231,718420308,2-23-24 1:57,173.96,Health,Doctor appointment
21232,718420308,2-25-24 0:26,24.74,Miscellaneous,Donations
21233,718420308,2-25-24 17:51,305.37,Transportation,Bus ticket
21234,718420308,2-26-24 6:12,26.24,Clothing,Thrift store
21235,718420308,2-27-24 8:12,25.92,Entertainment,Concert ticket
21236,718420308,2-28-24 17:26,6.59,Technology,Online tech shopping
21237,718420308,2-28-24 18:09,5.98,Clothing,Boutique shopping
21238,718420308,2-28-24 19:23,19.84,Restaurant,Breakfast
21239,718420308,03-01-24 19:54,16.82,Transportation,Flight ticket
21240,718420308,03-01-24 21:15,10.86,Groceries,Farmer's market
21241,718420308,03-04-24 7:35,19.34,Restaurant,Fast food
21242,718420308,03-05-24 5:53,319.52,Restaurant,Dinner
21243,718420308,03-09-24 7:40,191.37,Restaurant,Fast food
21244,718420308,03-10-24 2:09,15.35,Clothing,Footwear store
21245,718420308,03-11-24 18:05,8.39,Clothing,Footwear store
21246,718420308,03-12-24 20:49,19.58,Entertainment,Amusement park
21247,718420308,03-12-24 22:02,4.99,Restaurant,Lunch
21248,718420308,3-14-24 19:15,161.48,Groceries,Farmer's market
21249,718420308,3-15-24 5:39,29.93,Miscellaneous,Gifts
21250,718420308,3-17-24 14:41,19.39,Groceries,Grocery store shopping
21251,718420308,3-17-24 19:12,155.95,Miscellaneous,Gifts
21252,718420308,3-18-24 4:57,28.69,Miscellaneous,Donations
21253,718420308,3-18-24 16:32,4.99,Entertainment,Museum entry
21254,718420308,3-21-24 4:04,31.26,Restaurant,Cafe
21255,718420308,3-22-24 19:37,24.85,Technology,Electronics shopping
21256,718420308,3-24-24 10:46,45.73,Technology,Online tech shopping
21257,718420308,3-24-24 16:55,481.19,Health,Doctor appointment
21258,718420308,3-25-24 18:13,278.04,Clothing,Thrift store
21259,718420308,3-26-24 3:26,10.92,Miscellaneous,Hobbies
21260,718420308,3-28-24 7:37,8.81,Groceries,Grocery store shopping
21261,718420308,3-28-24 8:13,27.31,Technology,Hardware purchase
21262,718420308,3-31-24 10:42,37.02,Entertainment,Theater ticket
21263,718420308,04-03-24 2:46,38.84,Clothing,Retail store shopping
21264,718420308,04-03-24 7:25,5.97,Miscellaneous,Gifts
21265,718420308,04-04-24 0:47,30.38,Miscellaneous,Donations
21266,718420308,04-04-24 17:43,30.62,Restaurant,Fast food
21267,718420308,04-05-24 5:55,14.18,Health,Pharmacy
21268,718420308,04-06-24 3:23,419.86,Clothing,Thrift store
21269,718420308,04-07-24 15:36,10.55,Groceries,Supermarket shopping
21270,718420308,04-08-24 5:14,185.49,Entertainment,Amusement park
21271,718420308,04-10-24 20:31,7.48,Health,Pharmacy
21272,718420308,04-12-24 8:32,44.55,Technology,Software purchase
21273,718420308,4-13-24 10:11,27.1,Technology,Gadget store
21274,718420308,4-15-24 5:31,5,Clothing,Online clothing shopping
21275,718420308,4-15-24 8:26,39.82,Miscellaneous,Gifts
21276,718420308,4-16-24 23:38,317.81,Restaurant,Breakfast
21277,718420308,4-19-24 4:59,14.87,Groceries,Farmer's market
21278,718420308,4-26-24 18:12,16.6,Groceries,Farmer's market
21279,718420308,4-27-24 4:20,604.62,Miscellaneous,Other expenses
21280,718420308,05-01-24 19:30,61.25,Miscellaneous,Hobbies
21281,718420308,05-02-24 17:31,67.2,Health,Optometrist visit
21282,718420308,05-09-24 6:57,21.98,Restaurant,Lunch
21283,718420308,05-09-24 14:44,519.25,Technology,Software purchase
21284,718420308,05-11-24 22:21,49.83,Groceries,Organic food store
21285,718420308,05-12-24 12:39,30.53,Technology,Electronics shopping
21286,718420308,5-19-24 11:32,218.87,Clothing,Footwear store
21287,718420308,5-20-24 13:40,26.16,Restaurant,Lunch
21288,718420308,5-20-24 15:49,150.72,Transportation,Taxi
21289,718420308,5-22-24 5:54,112.21,Clothing,Online clothing shopping
21290,718420308,5-26-24 12:23,32.89,Health,Dental care
21291,718420308,5-26-24 12:25,566.2,Miscellaneous,Pet supplies
21292,718420308,5-27-24 20:29,46.68,Health,Dental care
21293,718420308,06-02-24 21:21,102.25,Transportation,Gas station
21294,718420308,06-04-24 18:37,52.04,Groceries,Farmer's market
21295,718420308,06-06-24 15:02,68.45,Miscellaneous,Other expenses
21296,718420308,06-08-24 9:38,18.5,Clothing,Thrift store
21297,718420308,06-11-24 17:27,71.92,Groceries,Farmer's market
21298,718420308,06-12-24 11:27,395.09,Entertainment,Museum entry
21299,718420308,06-12-24 15:27,9.28,Restaurant,Cafe
21300,718420308,6-14-24 10:11,110.56,Transportation,Bus ticket
21301,718420308,6-20-24 15:58,4.99,Entertainment,Amusement park
21302,718420308,6-20-24 18:31,23.58,Miscellaneous,Donations
21303,718420308,6-22-24 17:39,333.88,Miscellaneous,Other expenses
21304,718420308,6-23-24 9:48,12.8,Groceries,Organic food store
21305,718420308,6-23-24 13:42,146.02,Clothing,Boutique shopping
21306,718420308,6-24-24 12:02,24.67,Clothing,Retail store shopping
21307,718420308,6-26-24 14:48,32.42,Miscellaneous,Other expenses
21308,718420308,6-28-24 4:33,31.04,Transportation,Flight ticket
21309,718420308,6-28-24 19:06,171.97,Technology,Electronics shopping
21310,718420308,6-29-24 21:11,19.32,Miscellaneous,Hobbies
21311,718420308,07-02-24 21:33,12.2,Transportation,Gas station
21312,718420308,07-03-24 3:12,15.51,Health,Doctor appointment
21313,718420308,07-04-24 15:01,4.99,Miscellaneous,Other expenses
21314,718420308,07-05-24 1:23,21.78,Transportation,Flight ticket
21315,718420308,07-05-24 20:49,157.31,Restaurant,Lunch
21316,718420308,07-05-24 21:08,18.27,Clothing,Retail store shopping
21317,718420308,07-06-24 22:36,331.08,Restaurant,Lunch
21318,718420308,07-08-24 7:35,25.04,Restaurant,Breakfast
21319,718420308,07-09-24 15:40,25.86,Entertainment,Sport event ticket
21320,718420308,07-10-24 17:18,27.06,Health,Therapy session
